"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Armenia","Sweden","Original","2016","2018","In Force","0.23","0.25","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","5","5","5","5","5","0","YES","NO","NO","NO","YES","YES","YES","OTHER"
"Albania","Sweden","Amended by MLI","2019","2021","In Force","0.4","0.25","0.7","0.25","0.44","9","YES","9","NO","NO","NO","NO","YES","NO","NO","NO","5","25","15","5","5","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"Georgia","Sweden","Amended by MLI","2017","2019","In Force","0.13","0.06","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","10","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Sweden","Ukraine","Amended by MLI","2018","2019","In Force","0.3","0.34","0.19","0.38","0.24","12","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","20","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Switzerland","Vietnam","Original","1996","1998","In Force","0.56","0.39","0.72","0.57","0.63","6","YES","6","YES","YES","YES","YES","YES","YES","NO","NO","7","50","15","10","10","10","10","10","0","YES","YES","YES","NO","","NO","NO","NA"
"Switzerland","Trinidad and Tobago","Original","1973","1973","In Force","0.29","0.46","0.22","0.2","0.29","6","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","10","10","20","10","10","10","0","10","5","","","YES","NO","","NO","NO","NA"
"Switzerland","Tunisia","Original","1994","1996","In Force","0.32","0.38","0.47","0.13","0.29","6","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Switzerland","Thailand","Original","1996","1997","In Force","0.54","0.46","0.72","0.43","0.56","6","YES","6","YES","YES","YES","YES","YES","NO","NO","YES","10","10","15","15","10","15","5","15","0","YES","YES","NO","NO","","NO","NO","NA"
"Switzerland","Venezuela","Original","1996","1998","In Force","0.17","0.19","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","10","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Switzerland","Original","1999","2001","In Force","0.13","0.19","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Algeria","Switzerland","Original","2006","2010","In Force","0.3","0.31","0.34","0.25","0.29","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","20","15","10","0","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Switzerland","Original","2006","2008","In Force","0.28","0.25","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","10","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Switzerland","Original","2010","2012","In Force","0.09","0.06","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","10","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Switzerland","Tajikistan","Original","2010","2012","In Force","0.23","0.25","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","20","15","10","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Peru","Switzerland","Original","2012","2015","In Force","0.51","0.63","0.47","0.43","0.5","6","YES","9","YES","YES","NO","NO","YES","NO","NO","NO","10","10","15","15","10","15","15","15","10","YES","YES","YES","NO","","NO","NO","NA"
"Switzerland","Turkmenistan","Original","2012","2014","In Force","0.27","0.38","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Kosovo","Switzerland","Original","2017","2019","In Force","0.11","0.16","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","5","0","0","0","0","0","YES","NO","NO","NO","NO","YES","NO","PPT"
"Switzerland","Zambia","Original","2017","2020","In Force","0.34","0.31","0.47","0.25","0.35","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","10","10","5","5","5","0","YES","NO","YES","NO","NO","YES","NO","PPT"
"Mexico","Switzerland","Amended by protocol","2009","2011","In Force","0.36","0.31","0.34","0.43","0.38","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","0","10","15","10","5","10","10","10","0","YES","YES","YES","NO","","NO","NO","PARTIAL"
"Switzerland","Uzbekistan","Amended by protocol","2014","2016","In Force","0.18","0.22","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","20","15","5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Albania","Switzerland","Amended by protocol","2015","2016","In Force","0.15","0.25","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","5","5","5","5","5","0","NO","NO","YES","NO","NO","YES","NO","PARTIAL"
"Ecuador","Switzerland","Amended by protocol","2017","2019","In Force","0.2","0.38","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Argentina","Switzerland","Amended by protocol","2018","2018","In Force","0.66","0.58","0.84","0.57","0.75","6","YES","6","NO","NO","NO","YES","YES","YES","NO","NO","10","25","15","12","12","10","15","10","10","YES","YES","YES","NO","","NO","NO","NA"
"Taiwan","Vietnam","Original","1998","1998","In Force","0.41","0.5","0.47","0.25","0.35","6","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Paraguay","Taiwan","Amended by protocol","2008","2010","In Force","0.17","0.31","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Taiwan","Thailand","Amended by protocol","2012","2013","In Force","0.49","0.38","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","NO","YES","5","25","10","15","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Thailand","Vietnam","Original","1992","1993","In Force","0.42","0.53","0.22","0.5","0.35","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","YES","15","","15","15","10","15","15","15","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Thailand","United Kingdom","Original","1981","1981","In Force","0.36","0.58","0.34","0.17","0.27","6","NO","NO","YES","YES","YES","NO","YES","NO","NO","","20","25","NO LIMIT","25","10","15","5","15","0","NO","NO","YES","NO","","NO","NO","NA"
"Thailand","United States","Original","1996","1998","In Force","0.67","0.43","0.85","0.71","0.75","4","YES","3","NO","NO","YES","NO","YES","YES","NO","YES","10","10","15","15","10","15","5","8","0","","YES","YES","NO","YES","NO","NO","LOB"
"Cyprus","Thailand","Original","1998","2001","In Force","0.57","0.41","0.56","0.75","0.59","12","YES","6","YES","YES","YES","NO","YES","NO","YES","YES","10","","10","15","10","15","5","10","0","YES","NO","YES","YES","YES","NO","NO","NA"
"Thailand","Uzbekistan","Original","1999","2000","In Force","0.69","0.47","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","","10","15","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Thailand","United Arab Emirates","Original","2000","2001","In Force","0.6","0.47","0.84","0.5","0.65","6","YES","6","NO","NO","YES","NO","YES","YES","NO","YES","10","","10","15","10","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Armenia","Thailand","Original","2001","2003","In Force","0.61","0.5","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","NO","YES","10","","10","NO LIMIT","10","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Thailand","Turkey","Original","2002","2006","In Force","0.6","0.5","0.69","0.63","0.59","12","NO","6","NO","NO","YES","NO","YES","YES","YES","YES","10","25","15","15","10","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Thailand","Ukraine","Original","2004","2005","In Force","0.65","0.5","0.7","0.75","0.68","9","YES","6","YES","YES","YES","YES","YES","NO","YES","YES","10","25","15","15","10","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Chile","Thailand","Original","2006","2011","In Force","0.47","0.43","0.47","0.5","0.47","6","YES","6","YES","YES","NO","YES","NO","NO","NO","YES","10","","10","15","10","15","10","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Estonia","Thailand","Original","2012","2014","In Force","0.49","0.37","0.72","0.38","0.53","6","YES","NO","NO","NO","YES","NO","YES","NO","NO","YES","10","","10","10","10","10","10","8","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Tajikistan","Thailand","Original","2013","2014","In Force","0.46","0.29","0.72","0.38","0.53","6","YES","6","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","10","0","10","5","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Cambodia","Thailand","Original","2017","2018","In Force","0.58","0.53","0.72","0.5","0.65","6","YES","6","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","15","10","10","10","10","10","NO","YES","YES","NO","YES","NO","NO","NA"
"Tunisia","Vietnam","Original","2010","2014","In Force","0.7","0.38","0.97","0.75","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Tunisia","United Kingdom","Original","1982","1984","In Force","0.37","0.53","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","12","25","20","12","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Algeria","Tunisia","Original","1985","1986","In Force","0.54","0.5","0.75","0.38","0.53","0","YES","0","NO","NO","YES","NO","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","","","NO LIMIT","NO LIMIT","NO LIMIT","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mauritania","Tunisia","Original","1986","2000","In Force","0.62","0.75","0.72","0.4","0.57","6","YES","NO","NO","NO","YES","YES","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","","YES","","NO","NO","NO","NA"
"Tunisia","Turkey","Original","1986","1988","In Force","0.21","0.42","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","12","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Tunisia","United Arab Emirates","Original","1996","1997","In Force","0.26","0.17","0.47","0.13","0.29","6","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","0","","0","10","2.5","7.5","7.5","7.5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Tunisia","Yemen","Original","1998","2001","In Force","0.27","0.22","0.47","0.13","0.29","6","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","0","","0","10","10","7.5","7.5","7.5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Syria","Tunisia","Original","1998","2001","In Force","0.4","0.35","0.47","0.38","0.41","6","YES","NO","YES","YES","NO","YES","YES","NO","NO","NO","0","","0","10","10","18","18","18","0","YES","YES","YES","NO","NO","NO","NO","NA"
"Tunisia","United States","Amended by protocol","1989","1990","In Force","0.36","0.47","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","14","25","20","15","0","15","15","10","0","NO","NO","YES","NO","NO","NO","NO","LOB"
"Greece","Tunisia","Amended by protocol","2007","2011","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turkey","Vietnam","Original","2014","2018","In Force","0.41","0.38","0.47","0.38","0.41","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","5","50","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","YES","NA"
"Albania","Turkey","Original","1994","1997","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Algeria","Turkey","Original","1994","1997","In Force","0.46","0.4","0.72","0.25","0.47","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","12","","12","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Turkey","Turkmenistan","Original","1995","1998","In Force","0.29","0.38","0.38","0.13","0.24","45","YES","NO","YES","YES","YES","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Tajikistan","Turkey","Original","1996","2002","In Force","0.21","0.38","0.13","0.14","0.13","24","YES","NO","YES","YES","NO","NO","NO","NO","NO","","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Turkey","Original","1998","2001","In Force","0.18","0.34","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","10","","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Syria","Turkey","Original","2004","2005","In Force","0.29","0.42","0.33","0.13","0.21","9","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","10","","10","10","10","15","10","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Turkey","Yemen","Original","2005","2011","In Force","0.23","0.38","0.19","0.13","0.12","12","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Georgia","Turkey","Original","2007","2011","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Kosovo","Turkey","Original","2012","2016","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mexico","Turkey","Original","2013","2016","In Force","0.58","0.41","0.59","0.75","0.65","6","YES","NO","NO","NO","NO","YES","NO","YES","YES","NO","5","25","15","15","10","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Turkey","Ukraine","Amended by protocol","2017","2021","In Force","0.32","0.41","0.31","0.25","0.24","12","YES","NO","YES","YES","YES","NO","NO","NO","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Turkey","Uzbekistan","Amended by protocol","2017","2021","In Force","0.24","0.38","0.19","0.14","0.13","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Uganda","United Kingdom","Original","1992","1994","In Force","0.32","0.75","0.09","0.13","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","NO","NO","YES","NO","NO","NO","NO","NA"
"Uganda","Zambia","Original","1968","1964","In Force","0.28","0.5","0.34","0","0.23","6","YES","NO","YES","YES","YES","NO","NO","NO","NO","NO","0","","0","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","","NO","","","NO","NO","NA"
"Ukraine","Vietnam","Original","1996","1997","In Force","0.57","0.38","0.84","0.5","0.65","6","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Ukraine","United States","Original","1994","2001","In Force","0.24","0.25","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","15","0","0","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","LOB"
"Ukraine","Uzbekistan","Original","1994","1996","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Moldova","Ukraine","Original","1995","1997","In Force","0.4","0.38","0.44","0.38","0.35","12","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Latvia","Ukraine","Original","1995","1997","In Force","0.28","0.38","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Armenia","Ukraine","Original","1996","1997","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Georgia","Ukraine","Original","1997","2000","In Force","0.34","0.34","0.31","0.38","0.29","12","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Turkmenistan","Ukraine","Original","1998","2000","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greece","Ukraine","Original","2000","2004","In Force","0.34","0.34","0.19","0.5","0.29","12","NO","NO","YES","YES","YES","NO","NO","NO","YES","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Montenegro","Ukraine","Pre-independence","2001","2002","In Force","0.22","0.34","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Tajikistan","Ukraine","Original","2002","2004","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Algeria","Ukraine","Original","2002","2005","In Force","0.49","0.38","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Syria","Ukraine","Original","2003","2005","In Force","0.4","0.48","0.59","0.13","0.35","6","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","18","18","18","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Mexico","Ukraine","Original","2012","2013","In Force","0.57","0.38","0.72","0.63","0.65","6","YES","6","NO","NO","NO","YES","NO","YES","YES","NO","5","25","15","10","10","10","10","10","0","YES","YES","NO","NO","YES","NO","YES","LOB"
"Cyprus","Ukraine","Amended by MLI","2018","2020","In Force","0.23","0.26","0.31","0.13","0.18","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","20","10","5","5","10","5","10","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Estonia","Ukraine","Amended by MLI","2018","2021","In Force","0.28","0.38","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Lithuania","Ukraine","Amended by MLI","2018","2019","In Force","0.31","0.38","0.19","0.38","0.24","12","NO","NO","YES","YES","NO","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Ukraine","United Arab Emirates","Amended by MLI","2018","2019","In Force","0.29","0.32","0.44","0.13","0.24","12","YES","9","YES","YES","YES","NO","NO","NO","NO","NO","5","10","NO LIMIT","3","3","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Ukraine","United Kingdom","Amended by MLI","2018","2019","In Force","0.19","0.25","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","20","15","5","5","5","5","5","0","YES","NO","YES","NO","NO","YES","NO","PPT"
"United Arab Emirates","Vietnam","Original","2009","2011","In Force","0.74","0.38","0.97","0.88","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","50","15","10","10","10","10","10","0","YES","YES","YES","YES","YES","NO","NO","NA"
"Tajikistan","United Arab Emirates","Original","1995","null","In Force","0.19","0.13","0.31","0.13","0.18","12","YES","12","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Turkmenistan","United Arab Emirates","Original","1998","2000","In Force","0.49","0.13","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","0","","0","0","0","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Syria","United Arab Emirates","Original","2000","2002","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Arab Emirates","Yemen","Original","2001","2002","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Algeria","United Arab Emirates","Original","2001","2005","In Force","0.28","0.13","0.45","0.25","0.32","9","YES","NO","YES","YES","YES","NO","YES","NO","NO","NO","0","","0","0","0","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Armenia","United Arab Emirates","Original","2002","2005","In Force","0.35","0.1","0.7","0.25","0.44","9","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","3","","3","0","0","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"United Arab Emirates","Uzbekistan","Original","2007","2012","In Force","0.35","0.38","0.44","0.25","0.29","12","YES","9","YES","YES","YES","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"United Arab Emirates","Venezuela","Original","2010","2012","In Force","0.44","0.47","0.47","0.38","0.47","6","YES","NO","YES","YES","NO","YES","YES","NO","NO","NO","5","10","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","NO","NA"
"Georgia","United Arab Emirates","Original","2010","2012","In Force","0.2","0","0.34","0.25","0.29","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Mexico","United Arab Emirates","Original","2012","2015","In Force","0.44","0.22","0.59","0.5","0.53","6","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","0","","0","10","4.9","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PARTIAL"
"Comoros","United Arab Emirates","Original","2015","null","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kosovo","United Arab Emirates","Original","2016","2017","In Force","0.36","0.38","0.47","0.25","0.35","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","NO LIMIT","NO LIMIT","NO LIMIT","0","YES","NO","YES","NO","NO","NO","NO","PARTIAL"
"Argentina","United Arab Emirates","Original","2016","2020","In Force","0.72","0.56","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","NO","NO","10","25","15","12","12","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","LOB"
"Moldova","United Arab Emirates","Original","2017","2017","In Force","0.39","0.21","0.72","0.25","0.47","6","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","5","","5","6","6","6","6","6","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Maldives","United Arab Emirates","Original","2017","2017","In Force","0.34","0.09","0.69","0.25","0.41","12","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","0","","0","0","0","7","7","7","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Albania","United Arab Emirates","Amended by MLI","2019","2021","In Force","0.38","0.16","0.72","0.25","0.47","6","YES","9","YES","YES","YES","YES","YES","NO","NO","NO","5","10","10","0","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"United Kingdom","Vietnam","Original","1994","1995","In Force","0.23","0.35","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","7","50","15","10","10","10","10","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"United Kingdom","Zambia","Original","2014","2016","In Force","0.32","0.23","0.47","0.25","0.35","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","5","","5","10","10","5","5","0","0","YES","NO","NO","NO","NO","NO","YES","NA"
"United Kingdom","Zimbabwe","Original","1982","1981","In Force","0.29","0.53","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","20","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Namibia","United Kingdom","Pre-independence","1962","1962","In Force","0.23","0.44","0.06","0.2","0.07","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","50","15","20","20","5","5","5","0","","","YES","","NO","NO","NO","NA"
"Trinidad and Tobago","United Kingdom","Original","1982","1984","In Force","0.36","0.52","0.23","0.33","0.33","3","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","25","20","10","10","10","0","10","10","","","YES","NO","YES","NO","NO","NA"
"Guyana","United Kingdom","Original","1992","1992","In Force","0.31","0.59","0.06","0.29","0.19","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","15","15","15","10","10","10","10","","YES","YES","NO","NO","NO","NO","NA"
"Bolivia","United Kingdom","Original","1994","1996","In Force","0.3","0.56","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Argentina","United Kingdom","Original","1996","1998","In Force","0.64","0.58","0.84","0.5","0.71","6","YES","6","NO","NO","NO","YES","YES","NO","NO","NO","10","25","15","12","12","10","15","10","10","YES","YES","YES","NO","YES","NO","NO","NA"
"United Kingdom","Venezuela","Original","1996","1997","In Force","0.27","0.26","0.06","0.5","0.24","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","10","","10","5","5","5","7","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Moldova","United Kingdom","Original","2007","2009","In Force","0.26","0.19","0.33","0.25","0.26","9","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","5","20","10","5","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Armenia","United Kingdom","Original","2011","2012","In Force","0.14","0.22","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","YES","NO","NA"
"Tajikistan","United Kingdom","Original","2014","2015","In Force","0.14","0.24","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","10","0","7","7","7","0","YES","NO","NO","NO","NO","YES","NO","NA"
"Algeria","United Kingdom","Original","2015","2017","In Force","0.27","0.34","0.22","0.25","0.24","6","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","7","7","10","10","10","0","YES","NO","YES","NO","NO","YES","YES","NA"
"Kosovo","United Kingdom","Original","2015","2016","In Force","0.06","0","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","YES","NO","NO","NO","NO","YES","YES","NA"
"Turkmenistan","United Kingdom","Original","2016","2017","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Colombia","United Kingdom","Original","2016","2020","In Force","0.28","0.31","0.09","0.43","0.25","6","NO","NO","YES","YES","NO","NO","NO","NO","","NO","5","20","15","10","0","10","10","10","0","YES","YES","NO","NO","YES","NO","YES","PPT"
